ID,PERIOD,GAME_CLOCK,GAME_CLOCK_SECONDS,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST,PLAYER,PLAYER_ID,DEFENDER,DEFENDER_ID,PLAYER_HEIGHT,DEFENDER_HEIGHT,HEIGHT_DIFF,PLAYER_AGE,DEFENDER_AGE,AGE_DIFF,PLAYER_WEIGHT,DEFENDER_WEIGHT,WEIGHT_DIFF,PLAYER_EXPERIENCE,DEFENDER_EXPERIENCE,EXPERIENCE_DIFF,SHOT_RESULT
2147,2,7:04,424.0,11.2,4,7.8,1.8288,0,0.33528,green,144,aminu,9,202.5,202.5,0.0,29.0,25.0,4.0,105.75,99.0,6.75,6.0,4.0,2.0,1
11502,1,11:30,690.0,11.9,0,1.0,3.56616,0,1.15824,davis,92,frye,127,205.0,207.5,-2.5,22.0,32.0,-10.0,113.85,114.75,-0.9000000000000057,2.0,8.0,-6.0,1
19882,4,7:11,431.0,11.8,2,3.0,2.4079200000000003,0,1.2192,anderson,12,stauskas,310,195.0,195.0,0.0,33.0,22.0,11.0,99.0,92.25,6.75,5.0,0.0,5.0,0
2776,4,3:30,210.0,14.7,0,0.9,5.7912,0,2.04216,gasol,132,len,207,210.0,212.5,-2.5,35.0,22.0,13.0,112.5,117.0,-4.5,13.0,1.0,12.0,0
2561,1,10:09,609.0,21.5,6,4.5,0.54864,0,0.36576,green,144,batum,30,195.0,200.0,-5.0,28.0,27.0,1.0,96.75,90.0,6.75,5.0,6.0,-1.0,0
20106,4,11:49,709.0,12.0,0,0.7,3.9624,0,1.46304,hill,163,taylor,315,205.0,197.5,7.5,28.0,26.0,2.0,105.75,101.25,4.5,5.0,2.0,3.0,1
1195,2,3:42,222.0,14.5,1,1.4,4.29768,0,1.24968,morris,246,dieng,100,205.0,207.5,-2.5,26.0,25.0,1.0,110.25,108.45,1.7999999999999972,3.0,1.0,2.0,0
10945,2,2:31,151.0,12.7,0,0.8,7.40664,1,1.3716000000000002,thompson,319,thomas,318,197.5,172.5,25.0,25.0,26.0,-1.0,96.75,83.25,13.5,3.0,3.0,0.0,1
5385,3,4:06,246.0,7.2,0,0.7,6.7056,1,1.6764,harris,152,barnes,26,202.5,200.0,2.5,23.0,23.0,0.0,105.75,94.5,11.25,3.0,2.0,1.0,1
14772,4,0:07,7.0,2.0,21,20.5,1.6459200000000005,0,0.54864,harden,150,gasol,132,192.5,212.5,-20.0,26.0,30.0,-4.0,99.0,114.75,-15.75,5.0,6.0,-1.0,0
16809,4,6:55,415.0,3.0,5,8.2,1.61544,0,0.48768,james,179,mirotic,242,200.0,205.0,-5.0,31.0,24.0,7.0,112.5,99.0,13.5,11.0,0.0,11.0,1
17202,2,5:29,329.0,11.4,0,1.7,0.09144,0,0.42672,harden,150,bledsoe,43,192.5,182.5,10.0,26.0,26.0,0.0,99.0,85.5,13.5,5.0,4.0,1.0,1
14814,3,4:41,281.0,21.5,1,3.3,1.03632,0,0.9144,james,179,payton,271,200.0,190.0,10.0,31.0,21.0,10.0,112.5,83.25,29.25,11.0,0.0,11.0,1
12251,3,9:45,585.0,9.1,0,0.3,1.24968,0,1.09728,williams,328,parsons,268,207.5,205.0,2.5,24.0,27.0,-3.0,112.5,103.5,9.0,0.0,3.0,-3.0,0
10328,2,5:57,357.0,24.0,0,1.0,0.18288,0,0.12192,hill,163,plumlee,274,197.5,207.5,-10.0,24.0,25.0,-1.0,101.25,110.25,-9.0,1.0,1.0,0.0,1
11859,2,3:49,229.0,21.0,2,2.1,7.650480000000001,1,1.12776,thompson,319,watson,326,197.5,185.0,12.5,25.0,31.0,-6.0,96.75,78.75,18.0,3.0,7.0,-4.0,0
10460,2,7:57,477.0,21.1,0,0.9,1.12776,0,0.88392,harris,152,carter-williams,69,187.5,195.0,-7.5,32.0,24.0,8.0,86.4,85.5,0.9000000000000057,10.0,1.0,9.0,1
18832,4,2:50,170.0,14.8,0,0.9,1.55448,0,0.6400800000000001,johnson,185,frye,127,202.5,207.5,-5.0,28.0,32.0,-4.0,112.5,114.75,-2.25,5.0,8.0,-3.0,1
3782,2,2:46,166.0,13.0,0,1.2,6.797040000000001,0,1.46304,williams,328,teague,316,207.5,185.0,22.5,24.0,27.0,-3.0,112.5,83.7,28.8,0.0,5.0,-5.0,1
12722,1,6:49,409.0,16.0,0,1.0,7.58952,1,1.15824,williams,328,acy,0,182.5,197.5,-15.0,29.0,25.0,4.0,78.75,108.0,-29.25,9.0,2.0,7.0,0
20250,4,6:33,393.0,14.1,0,1.0,1.524,0,0.94488,williams,328,payton,271,202.5,190.0,12.5,29.0,21.0,8.0,106.65,83.25,23.40000000000001,9.0,0.0,9.0,1
6065,1,6:42,402.0,3.6,0,0.5,0.12192,0,0.85344,chandler,72,snell,307,212.5,197.5,15.0,33.0,24.0,9.0,108.0,90.0,18.0,13.0,1.0,12.0,1
2064,4,7:26,446.0,16.5,0,1.2,7.315200000000001,1,4.23672,anderson,12,larkin,202,195.0,177.5,17.5,33.0,23.0,10.0,99.0,78.75,20.25,5.0,1.0,4.0,0
9595,1,9:52,592.0,12.8,0,0.9,7.28472,1,2.1336,johnson,185,henson,160,197.5,207.5,-10.0,34.0,25.0,9.0,108.0,103.05,4.950000000000003,13.0,2.0,11.0,0
8303,2,3:57,237.0,16.4,8,7.3,0.85344,0,1.09728,lillard,210,len,207,187.5,212.5,-25.0,25.0,22.0,3.0,87.75,117.0,-29.25,2.0,1.0,1.0,0
3766,3,1:31,91.0,17.7,0,1.0,7.13232,1,2.4384,green,144,smith,306,197.5,205.0,-7.5,29.0,24.0,5.0,92.25,112.5,-20.25,7.0,3.0,4.0,0
1123,4,5:17,317.0,14.3,0,0.9,7.62,1,1.24968,chandler,72,barnes,26,200.0,200.0,0.0,28.0,23.0,5.0,101.25,94.5,6.75,7.0,2.0,5.0,0
9394,3,10:53,653.0,8.0,2,2.3,1.31064,0,0.8229600000000001,butler,60,turner,320,197.5,207.5,-10.0,26.0,26.0,0.0,99.0,114.75,-15.75,3.0,1.0,2.0,1
2324,2,2:29,149.0,9.9,1,1.8,7.650480000000001,1,1.61544,johnson,185,parsons,268,197.5,205.0,-7.5,34.0,27.0,7.0,108.0,103.5,4.5,13.0,3.0,10.0,0
5671,2,3:20,200.0,18.0,0,0.6,1.0668,0,0.88392,harden,150,johnson,185,192.5,202.5,-10.0,26.0,28.0,-2.0,99.0,108.0,-9.0,5.0,9.0,-4.0,1
742,4,5:06,306.0,1.8,0,2.2,4.815840000000001,0,0.97536,davis,92,black,40,202.5,202.5,0.0,29.0,24.0,5.0,130.05,112.5,17.55000000000001,7.0,0.0,7.0,0
5534,4,5:24,324.0,24.0,0,0.4,0.4572,0,1.12776,green,144,morris,246,197.5,190.0,7.5,25.0,24.0,1.0,103.5,85.5,18.0,2.0,3.0,-1.0,0
1589,4,5:20,320.0,7.4,0,0.5,0.762,0,1.24968,anderson,12,meeks,235,195.0,190.0,5.0,33.0,28.0,5.0,99.0,94.5,4.5,5.0,5.0,0.0,1
14996,3,9:56,596.0,17.0,6,7.5,1.46304,0,0.21336,thompson,319,roberson,287,197.5,197.5,0.0,25.0,24.0,1.0,96.75,94.5,2.25,3.0,1.0,2.0,0
12895,4,11:02,662.0,14.5,1,1.7,5.5168800000000005,0,1.24968,williams,328,mack,217,182.5,187.5,-5.0,29.0,25.0,4.0,78.75,91.35,-12.599999999999994,9.0,3.0,6.0,0
16503,1,3:41,221.0,10.5,2,3.6,3.53568,0,1.09728,aldridge,7,morris,246,207.5,190.0,17.5,30.0,24.0,6.0,117.0,85.5,31.5,8.0,3.0,5.0,0
1883,3,10:41,641.0,7.2,0,1.1,0.33528,0,0.7924800000000001,green,144,ingles,175,197.5,200.0,-2.5,25.0,28.0,-3.0,103.5,101.7,1.7999999999999972,2.0,0.0,2.0,0
12595,1,0:37,37.0,10.4,0,0.5,0.88392,0,0.3048,hill,163,green,144,197.5,195.0,2.5,24.0,28.0,-4.0,101.25,96.75,4.5,1.0,5.0,-4.0,0
9167,1,1:01,61.0,13.1,0,1.1,6.82752,1,4.29768,butler,60,davis,92,197.5,205.0,-7.5,36.0,22.0,14.0,96.75,113.85,-17.099999999999994,11.0,2.0,9.0,1
13892,2,7:39,459.0,11.2,0,0.7,6.949440000000001,1,2.46888,williams,328,gooden,138,207.5,205.0,2.5,24.0,34.0,-10.0,112.5,112.5,0.0,0.0,12.0,-12.0,0
1582,4,5:02,302.0,9.1,3,6.0,4.1452800000000005,0,1.2192,gasol,132,motiejunas,248,212.5,210.0,2.5,30.0,25.0,5.0,114.75,99.9,14.849999999999994,6.0,2.0,4.0,0
16262,1,7:50,470.0,14.0,1,3.6,3.56616,0,1.3716000000000002,gasol,132,len,207,212.5,212.5,0.0,30.0,22.0,8.0,114.75,117.0,-2.25,6.0,1.0,5.0,1
2053,2,10:47,647.0,16.4,0,0.7,7.315200000000001,1,2.37744,green,144,harkless,151,202.5,202.5,0.0,29.0,22.0,7.0,105.75,96.75,9.0,6.0,2.0,4.0,0
18033,1,9:44,584.0,21.6,0,0.8,7.55904,1,2.7127200000000005,green,144,james,179,202.5,205.0,-2.5,29.0,30.0,-1.0,105.75,108.0,-2.25,6.0,2.0,4.0,0
17354,4,4:41,281.0,11.3,1,1.6,5.91312,0,1.6459200000000005,aldridge,7,jordan,187,207.5,207.5,0.0,30.0,27.0,3.0,117.0,119.25,-2.25,8.0,6.0,2.0,0
3913,2,0:08,8.0,4.6,0,0.6,2.7432000000000003,0,1.03632,jefferson,180,batum,30,205.0,200.0,5.0,30.0,27.0,3.0,130.05,90.0,40.05000000000001,10.0,6.0,4.0,1
13872,4,0:23,23.0,21.4,0,0.5,0.6400800000000001,0,1.9812,green,144,pierce,273,202.5,197.5,5.0,29.0,38.0,-9.0,105.75,105.75,0.0,6.0,16.0,-10.0,1
3177,4,6:45,405.0,14.6,0,0.4,0.67056,0,0.9144,chandler,72,bennett,37,212.5,200.0,12.5,33.0,22.0,11.0,108.0,110.25,-2.25,13.0,1.0,12.0,1
10775,3,10:19,619.0,19.9,2,2.7,7.498080000000001,1,1.40208,james,179,kelly,192,200.0,207.5,-7.5,31.0,24.0,7.0,112.5,103.5,9.0,11.0,1.0,10.0,1
8771,3,3:55,235.0,11.0,2,2.4,2.92608,0,1.2192,gay,133,harris,152,200.0,187.5,12.5,29.0,32.0,-3.0,103.5,86.4,17.099999999999994,8.0,10.0,-2.0,1
4184,3,9:53,593.0,15.9,8,8.0,7.74192,1,1.88976,lillard,210,kelly,192,187.5,207.5,-20.0,25.0,24.0,1.0,87.75,103.5,-15.75,2.0,1.0,1.0,0
10801,4,11:04,664.0,7.6,4,2.5,6.4008,0,1.6764,anderson,12,livingston,212,205.0,197.5,7.5,27.0,30.0,-3.0,108.0,86.4,21.599999999999994,6.0,9.0,-3.0,1
2391,2,6:22,382.0,22.0,1,1.3,0.48768,0,0.94488,morris,246,arthur,17,205.0,202.5,2.5,26.0,27.0,-1.0,110.25,105.75,4.5,3.0,5.0,-2.0,1
6990,4,10:49,649.0,24.0,0,0.7,0.24384,0,1.34112,butler,60,green,144,197.5,195.0,2.5,36.0,28.0,8.0,96.75,96.75,0.0,11.0,5.0,6.0,1
19693,4,8:03,483.0,7.7,1,2.9,2.68224,0,0.6400800000000001,gasol,132,len,207,212.5,212.5,0.0,30.0,22.0,8.0,114.75,117.0,-2.25,6.0,1.0,5.0,1
2349,2,1:12,72.0,8.8,4,4.2,1.92024,0,0.9144,johnson,185,matthews,223,197.5,192.5,5.0,34.0,29.0,5.0,108.0,99.0,9.0,13.0,5.0,8.0,1
11047,2,8:36,516.0,24.0,0,1.0,1.79832,0,1.15824,johnson,185,matthews,223,197.5,192.5,5.0,28.0,29.0,-1.0,96.75,99.0,-2.25,4.0,5.0,-1.0,1
16003,1,8:52,532.0,18.6,0,0.8,6.5532,0,2.8346400000000003,green,144,martin,222,197.5,197.5,0.0,29.0,31.0,-2.0,92.25,99.0,-6.75,7.0,6.0,1.0,0
16840,1,8:21,501.0,6.2,2,2.8,8.50392,1,1.55448,gay,133,copeland,81,200.0,202.5,-2.5,29.0,31.0,-2.0,103.5,107.55,-4.049999999999997,8.0,2.0,6.0,1
15196,2,3:43,223.0,17.1,0,1.2,2.10312,0,1.12776,green,144,dieng,100,197.5,207.5,-10.0,25.0,25.0,0.0,103.5,108.45,-4.950000000000003,2.0,1.0,1.0,0
13974,2,5:09,309.0,9.8,0,0.8,6.949440000000001,1,1.7373600000000002,johnson,185,butler,60,202.5,197.5,5.0,28.0,35.0,-7.0,112.5,102.6,9.900000000000006,5.0,12.0,-7.0,0
14428,1,0:36,36.0,5.1,0,1.0,7.498080000000001,1,1.8288,jefferson,180,smith,306,197.5,205.0,-7.5,35.0,24.0,11.0,104.85,112.5,-7.650000000000006,13.0,3.0,10.0,0
8345,1,6:49,409.0,10.9,1,2.2,1.0668,0,0.7924800000000001,hill,163,jordan,187,205.0,207.5,-2.5,28.0,27.0,1.0,105.75,119.25,-13.5,5.0,6.0,-1.0,1
779,4,10:49,649.0,11.3,4,3.0,1.58496,0,0.57912,lillard,210,ajinca,4,187.5,215.0,-27.5,25.0,27.0,-2.0,87.75,111.6,-23.849999999999994,2.0,4.0,-2.0,0
7049,3,7:15,435.0,3.4,1,5.6,2.5908,0,0.27432,jefferson,180,len,207,205.0,212.5,-7.5,30.0,22.0,8.0,130.05,117.0,13.050000000000011,10.0,1.0,9.0,0
7999,5,3:02,182.0,13.0,0,0.8,7.9248,1,1.34112,johnson,185,oladipo,262,197.5,190.0,7.5,28.0,23.0,5.0,96.75,94.5,2.25,4.0,1.0,3.0,1
12543,2,6:49,409.0,4.9,1,1.4,0.18288,0,0.6096,johnson,185,mcdaniels,229,202.5,195.0,7.5,28.0,22.0,6.0,108.0,92.25,15.75,9.0,0.0,9.0,0
8334,2,11:48,708.0,11.8,0,1.0,6.8580000000000005,1,1.61544,green,144,stephenson,311,197.5,192.5,5.0,29.0,25.0,4.0,92.25,103.5,-11.25,7.0,4.0,3.0,0
